target_id,mode,shots,simulator_seed,transpiler_seed,backend_name,noise_model_loaded,quantum_execution_scope,status,payload_path,seconds
MNIST_QNN_eff_su2_r5_d2_s44,exact,0,-1,2026,none,False,exact_full_model,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/exact.pt,
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,0,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim0.pt,2.225
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,1,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim1.pt,2.157
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,2,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim2.pt,2.168
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,3,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim3.pt,2.157
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,4,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim4.pt,2.163
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,5,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim5.pt,2.174
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,6,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim6.pt,2.175
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,7,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim7.pt,2.126
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,8,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim8.pt,2.189
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,128,9,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots128_sim9.pt,2.135
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,0,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim0.pt,2.269
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,1,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim1.pt,2.242
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,2,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim2.pt,2.269
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,3,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim3.pt,2.297
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,4,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim4.pt,2.286
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,5,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim5.pt,2.271
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,6,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim6.pt,2.294
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,7,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim7.pt,2.292
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,8,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim8.pt,2.251
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,512,9,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots512_sim9.pt,2.232
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,0,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim0.pt,2.384
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,1,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim1.pt,2.362
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,2,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim2.pt,2.42
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,3,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim3.pt,2.392
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,4,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim4.pt,2.39
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,5,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim5.pt,2.413
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,6,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim6.pt,2.383
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,7,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim7.pt,2.448
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,8,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim8.pt,2.437
MNIST_QNN_eff_su2_r5_d2_s44,ideal_shot,1024,9,2026,ibm_kingston,False,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/ideal_shot_shots1024_sim9.pt,2.383
MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,128,0,2026,ibm_kingston,True,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/noisy_shot_shots128_sim0.pt,10.854
MNIST_QNN_eff_su2_r5_d2_s44,noisy_shot,128,1,2026,ibm_kingston,True,full_main_quantum_stack,ok,/home/najeeb/quarift_neurips_rebutal_2/reviewer_results/noisy_sanity/raw_all_seeds/MNIST_QNN_eff_su2_r5_d2_s44/payloads/noisy_shot_shots128_sim1.pt,10.869
