target_id,experiment,model_seed,data_seed,command,log_path,model_path,attack_path,metrics_json,status,gpu,return_code,seconds,error
MNIST_QNN_eff_su2_r5_d2_p7_s143,channel_lira_phase7,143,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_eff_su2_r5_d2_p7_s143 --experiment-id channel_lira_phase7 --run-id 1766 --model-seed 143 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 2 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind eff_su2 --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s143/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s143/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s143/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-eff-reps 5 --fm-eff-pad-mod wrap --fm-eff-ent-kind linear --fm-eff-twoq-op cx --fm-eff-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s143/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s143/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s143/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s143/target_export_summary.json,ok,0,0,785.385,
MNIST_QNN_eff_su2_r5_d2_p7_s144,channel_lira_phase7,144,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_eff_su2_r5_d2_p7_s144 --experiment-id channel_lira_phase7 --run-id 1766 --model-seed 144 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 2 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind eff_su2 --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s144/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s144/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s144/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-eff-reps 5 --fm-eff-pad-mod wrap --fm-eff-ent-kind linear --fm-eff-twoq-op cx --fm-eff-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s144/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s144/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s144/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s144/target_export_summary.json,ok,0,0,791.544,
MNIST_QNN_eff_su2_r5_d2_p7_s145,channel_lira_phase7,145,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_eff_su2_r5_d2_p7_s145 --experiment-id channel_lira_phase7 --run-id 1766 --model-seed 145 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 2 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind eff_su2 --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s145/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s145/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s145/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-eff-reps 5 --fm-eff-pad-mod wrap --fm-eff-ent-kind linear --fm-eff-twoq-op cx --fm-eff-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s145/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s145/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s145/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_eff_su2_r5_d2_p7_s145/target_export_summary.json,ok,0,0,799.538,
MNIST_QNN_z_r1_d6_p7_s143,channel_lira_phase7,143,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_z_r1_d6_p7_s143 --experiment-id channel_lira_phase7 --run-id 206 --model-seed 143 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 6 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind z --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s143/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s143/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s143/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-z-reps 1 --fm-z-pad-mode wrap --fm-z-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s143/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s143/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s143/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s143/target_export_summary.json,ok,0,0,1369.665,
MNIST_QNN_z_r1_d6_p7_s144,channel_lira_phase7,144,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_z_r1_d6_p7_s144 --experiment-id channel_lira_phase7 --run-id 206 --model-seed 144 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 6 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind z --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s144/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s144/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s144/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-z-reps 1 --fm-z-pad-mode wrap --fm-z-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s144/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s144/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s144/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s144/target_export_summary.json,ok,0,0,1961.271,
MNIST_QNN_z_r1_d6_p7_s145,channel_lira_phase7,145,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_z_r1_d6_p7_s145 --experiment-id channel_lira_phase7 --run-id 206 --model-seed 145 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 6 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind z --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s145/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s145/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s145/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-z-reps 1 --fm-z-pad-mode wrap --fm-z-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s145/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s145/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s145/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_z_r1_d6_p7_s145/target_export_summary.json,ok,0,0,2043.167,
MNIST_QNN_zz_r1_d6_p7_s143,channel_lira_phase7,143,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_zz_r1_d6_p7_s143 --experiment-id channel_lira_phase7 --run-id 926 --model-seed 143 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 6 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind zz --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s143/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s143/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s143/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-zz-reps 1 --fm-zz-pad-mode wrap --fm-zz-entanglement linear --fm-zz-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s143/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s143/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s143/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s143/target_export_summary.json,ok,0,0,2517.069,
MNIST_QNN_zz_r1_d6_p7_s144,channel_lira_phase7,144,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_zz_r1_d6_p7_s144 --experiment-id channel_lira_phase7 --run-id 926 --model-seed 144 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 6 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind zz --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s144/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s144/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s144/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-zz-reps 1 --fm-zz-pad-mode wrap --fm-zz-entanglement linear --fm-zz-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s144/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s144/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s144/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s144/target_export_summary.json,ok,0,0,2443.852,
MNIST_QNN_zz_r1_d6_p7_s145,channel_lira_phase7,145,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_zz_r1_d6_p7_s145 --experiment-id channel_lira_phase7 --run-id 926 --model-seed 145 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 6 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind zz --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s145/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s145/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s145/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-zz-reps 1 --fm-zz-pad-mode wrap --fm-zz-entanglement linear --fm-zz-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s145/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s145/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s145/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r1_d6_p7_s145/target_export_summary.json,ok,0,0,2404.804,
MNIST_QNN_zz_r5_d6_p7_s143,channel_lira_phase7,143,143,/home/najeeb/miniconda3/envs/tq39_vv2/bin/python /home/najeeb/chanLira/experiments/qurift_main.py --model-type qnn --dataset mnist --target-id MNIST_QNN_zz_r5_d6_p7_s143 --experiment-id channel_lira_phase7 --run-id 1070 --model-seed 143 --data-seed 143 --random-ops 0 --vector-train 1000 --vector-valid 200 --vector-test 1000 --batch-size 16 --epochs 100 --n-wires 6 --depth 6 --qlayer-ent-kind linear --qlayer-twoq-op crz --fm-kind zz --train_target --export-attack-data --attack-feature-mode pv+stats --target-model-path /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r5_d6_p7_s143/target_model.pt --attack-data-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r5_d6_p7_s143/target_attack_data.pt --attack-metrics-out /home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r5_d6_p7_s143/target_export_summary.json --learning-rate 0.05 --weight-decay 0.0 --fm-zz-reps 5 --fm-zz-pad-mode wrap --fm-zz-entanglement linear --fm-zz-alpha 1.0,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r5_d6_p7_s143/train.log,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r5_d6_p7_s143/target_model.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r5_d6_p7_s143/target_attack_data.pt,/home/najeeb/chanLira/reviewer_runs/channel_lira_phase7/MNIST_QNN_zz_r5_d6_p7_s143/target_export_summary.json,ok,0,0,4818.06,
